#Saved Data from the class wainteach_gui on 29.10.2025 at 11h02m23s.
#
#Parameters:
#===========
#
#laser setpoint (mW): 2.6600000000000001e+01
#MW limits (Hz): [2790000000.0, 2960000000.0]
#Acquisition (sample): 1000
#Average (acquisition): 3
#MW power (dBm): 1.0000000000000000e+00
#Field enabling: True
#coils currents [x, y, z] (A): [1.062699, 0.527983, 1.34]
#coils fields [bx, by, bz] (T): [0.001, 0.0005, 0.00201]
#coils fields [norm, theta, phi] (T, °, °): [0.0023, 29.1, 26.6]
#
#Data:
#=====
#frequency	voltage	
2.790000e+09	3.309681e+00
2.790170e+09	3.309062e+00
2.790340e+09	3.309833e+00
2.790511e+09	3.310536e+00
2.790681e+09	3.310711e+00
2.790851e+09	3.309861e+00
2.791021e+09	3.310161e+00
2.791191e+09	3.309450e+00
2.791361e+09	3.309927e+00
2.791532e+09	3.309162e+00
2.791702e+09	3.309242e+00
2.791872e+09	3.309014e+00
2.792042e+09	3.308765e+00
2.792212e+09	3.309846e+00
2.792382e+09	3.309711e+00
2.792553e+09	3.310388e+00
2.792723e+09	3.309928e+00
2.792893e+09	3.310083e+00
2.793063e+09	3.309606e+00
2.793233e+09	3.309360e+00
2.793403e+09	3.309549e+00
2.793574e+09	3.309676e+00
2.793744e+09	3.309686e+00
2.793914e+09	3.309329e+00
2.794084e+09	3.309540e+00
2.794254e+09	3.309589e+00
2.794424e+09	3.310047e+00
2.794595e+09	3.309573e+00
2.794765e+09	3.309990e+00
2.794935e+09	3.309420e+00
2.795105e+09	3.310391e+00
2.795275e+09	3.309503e+00
2.795445e+09	3.308787e+00
2.795616e+09	3.310462e+00
2.795786e+09	3.309772e+00
2.795956e+09	3.309985e+00
2.796126e+09	3.309675e+00
2.796296e+09	3.309722e+00
2.796466e+09	3.308994e+00
2.796637e+09	3.309448e+00
2.796807e+09	3.309595e+00
2.796977e+09	3.310318e+00
2.797147e+09	3.310377e+00
2.797317e+09	3.310344e+00
2.797487e+09	3.310228e+00
2.797658e+09	3.309612e+00
2.797828e+09	3.310141e+00
2.797998e+09	3.309525e+00
2.798168e+09	3.309659e+00
2.798338e+09	3.309994e+00
2.798509e+09	3.308866e+00
2.798679e+09	3.308958e+00
2.798849e+09	3.309307e+00
2.799019e+09	3.309734e+00
2.799189e+09	3.309162e+00
2.799359e+09	3.309518e+00
2.799530e+09	3.309127e+00
2.799700e+09	3.309943e+00
2.799870e+09	3.309694e+00
2.800040e+09	3.309157e+00
2.800210e+09	3.309076e+00
2.800380e+09	3.309115e+00
2.800551e+09	3.308649e+00
2.800721e+09	3.308903e+00
2.800891e+09	3.308929e+00
2.801061e+09	3.308468e+00
2.801231e+09	3.309397e+00
2.801401e+09	3.309012e+00
2.801572e+09	3.309136e+00
2.801742e+09	3.308567e+00
2.801912e+09	3.310076e+00
2.802082e+09	3.309208e+00
2.802252e+09	3.309459e+00
2.802422e+09	3.308665e+00
2.802593e+09	3.309083e+00
2.802763e+09	3.308449e+00
2.802933e+09	3.307316e+00
2.803103e+09	3.308846e+00
2.803273e+09	3.308113e+00
2.803443e+09	3.309298e+00
2.803614e+09	3.308582e+00
2.803784e+09	3.308120e+00
2.803954e+09	3.307451e+00
2.804124e+09	3.308284e+00
2.804294e+09	3.307270e+00
2.804464e+09	3.307320e+00
2.804635e+09	3.307161e+00
2.804805e+09	3.307245e+00
2.804975e+09	3.307189e+00
2.805145e+09	3.306983e+00
2.805315e+09	3.306815e+00
2.805485e+09	3.306633e+00
2.805656e+09	3.305939e+00
2.805826e+09	3.306523e+00
2.805996e+09	3.305718e+00
2.806166e+09	3.305933e+00
2.806336e+09	3.305545e+00
2.806507e+09	3.305535e+00
2.806677e+09	3.305116e+00
2.806847e+09	3.304656e+00
2.807017e+09	3.304941e+00
2.807187e+09	3.305374e+00
2.807357e+09	3.303909e+00
2.807528e+09	3.303608e+00
2.807698e+09	3.302979e+00
2.807868e+09	3.303468e+00
2.808038e+09	3.303145e+00
2.808208e+09	3.302529e+00
2.808378e+09	3.302139e+00
2.808549e+09	3.301929e+00
2.808719e+09	3.303340e+00
2.808889e+09	3.302036e+00
2.809059e+09	3.302114e+00
2.809229e+09	3.301025e+00
2.809399e+09	3.301108e+00
2.809570e+09	3.299489e+00
2.809740e+09	3.298530e+00
2.809910e+09	3.298258e+00
2.810080e+09	3.298104e+00
2.810250e+09	3.297244e+00
2.810420e+09	3.295500e+00
2.810591e+09	3.294565e+00
2.810761e+09	3.293566e+00
2.810931e+09	3.293665e+00
2.811101e+09	3.291361e+00
