#Saved Data from the class wainteach_gui on 29.10.2025 at 11h00m22s.
#
#Parameters:
#===========
#
#laser setpoint (mW): 2.6600000000000001e+01
#MW limits (Hz): [2790000000.0, 2960000000.0]
#Acquisition (sample): 1000
#Average (acquisition): 3
#MW power (dBm): 0.0000000000000000e+00
#Field enabling: True
#coils currents [x, y, z] (A): [1.062699, 0.527983, 1.34]
#coils fields [bx, by, bz] (T): [0.001, 0.0005, 0.00201]
#coils fields [norm, theta, phi] (T, °, °): [0.0023, 29.1, 26.6]
#
#Data:
#=====
#frequency	voltage	
2.790000e+09	3.310422e+00
2.790170e+09	3.310507e+00
2.790340e+09	3.310414e+00
2.790511e+09	3.309343e+00
2.790681e+09	3.310051e+00
2.790851e+09	3.310209e+00
2.791021e+09	3.309934e+00
2.791191e+09	3.310546e+00
2.791361e+09	3.310975e+00
2.791532e+09	3.309807e+00
2.791702e+09	3.310497e+00
2.791872e+09	3.310740e+00
2.792042e+09	3.310270e+00
2.792212e+09	3.310997e+00
2.792382e+09	3.310097e+00
2.792553e+09	3.310297e+00
2.792723e+09	3.310068e+00
2.792893e+09	3.310881e+00
2.793063e+09	3.310420e+00
2.793233e+09	3.311173e+00
2.793403e+09	3.311189e+00
2.793574e+09	3.311275e+00
2.793744e+09	3.310324e+00
2.793914e+09	3.310930e+00
2.794084e+09	3.310360e+00
2.794254e+09	3.310917e+00
2.794424e+09	3.311494e+00
2.794595e+09	3.310687e+00
2.794765e+09	3.310196e+00
2.794935e+09	3.310654e+00
2.795105e+09	3.310081e+00
2.795275e+09	3.310395e+00
2.795445e+09	3.310602e+00
2.795616e+09	3.311016e+00
2.795786e+09	3.310110e+00
2.795956e+09	3.310344e+00
2.796126e+09	3.309955e+00
2.796296e+09	3.310302e+00
2.796466e+09	3.310710e+00
2.796637e+09	3.310586e+00
2.796807e+09	3.310222e+00
2.796977e+09	3.310133e+00
2.797147e+09	3.309752e+00
2.797317e+09	3.310435e+00
2.797487e+09	3.310197e+00
2.797658e+09	3.310544e+00
2.797828e+09	3.310076e+00
2.797998e+09	3.310585e+00
2.798168e+09	3.310700e+00
2.798338e+09	3.309999e+00
2.798509e+09	3.310216e+00
2.798679e+09	3.309992e+00
2.798849e+09	3.310599e+00
2.799019e+09	3.310217e+00
2.799189e+09	3.309969e+00
2.799359e+09	3.309785e+00
2.799530e+09	3.310385e+00
2.799700e+09	3.309480e+00
2.799870e+09	3.309897e+00
2.800040e+09	3.309838e+00
2.800210e+09	3.309199e+00
2.800380e+09	3.309891e+00
2.800551e+09	3.309650e+00
2.800721e+09	3.310412e+00
2.800891e+09	3.309959e+00
2.801061e+09	3.309690e+00
2.801231e+09	3.310057e+00
2.801401e+09	3.309923e+00
2.801572e+09	3.309501e+00
2.801742e+09	3.309449e+00
2.801912e+09	3.309946e+00
2.802082e+09	3.308800e+00
2.802252e+09	3.308861e+00
2.802422e+09	3.309206e+00
2.802593e+09	3.308467e+00
2.802763e+09	3.308456e+00
2.802933e+09	3.309959e+00
2.803103e+09	3.309223e+00
2.803273e+09	3.308833e+00
2.803443e+09	3.309321e+00
2.803614e+09	3.308153e+00
2.803784e+09	3.308943e+00
2.803954e+09	3.308035e+00
2.804124e+09	3.308667e+00
2.804294e+09	3.308348e+00
2.804464e+09	3.308039e+00
2.804635e+09	3.308611e+00
2.804805e+09	3.308070e+00
2.804975e+09	3.308255e+00
2.805145e+09	3.307625e+00
2.805315e+09	3.307207e+00
2.805485e+09	3.307304e+00
2.805656e+09	3.307056e+00
2.805826e+09	3.306129e+00
2.805996e+09	3.305980e+00
2.806166e+09	3.306747e+00
2.806336e+09	3.306200e+00
2.806507e+09	3.305986e+00
2.806677e+09	3.307203e+00
2.806847e+09	3.306495e+00
2.807017e+09	3.305954e+00
2.807187e+09	3.306352e+00
2.807357e+09	3.305206e+00
2.807528e+09	3.304175e+00
2.807698e+09	3.303293e+00
2.807868e+09	3.304159e+00
2.808038e+09	3.304227e+00
2.808208e+09	3.303324e+00
2.808378e+09	3.303929e+00
2.808549e+09	3.303318e+00
2.808719e+09	3.303677e+00
2.808889e+09	3.302417e+00
2.809059e+09	3.301609e+00
2.809229e+09	3.302110e+00
2.809399e+09	3.301231e+00
2.809570e+09	3.299712e+00
2.809740e+09	3.300330e+00
2.809910e+09	3.299616e+00
2.810080e+09	3.299039e+00
2.810250e+09	3.299033e+00
2.810420e+09	3.296997e+00
2.810591e+09	3.296004e+00
2.810761e+09	3.294785e+00
2.810931e+09	3.293958e+00
2.811101e+09	3.291386e+00
2.811271e+09	3.290892e+00
2.811441e+09	3.289912e+00
2.811612e+09	3.288178e+00
2.811782e+09	3.286688e+00
2.811952e+09	3.285668e+00
2.812122e+09	3.283807e+00
2.812292e+09	3.281389e+00
2.812462e+09	3.279979e+00
2.812633e+09	3.277579e+00
2.812803e+09	3.277400e+00
2.812973e+09	3.277877e+00
2.813143e+09	3.277949e+00
2.813313e+09	3.278610e+00
2.813483e+09	3.279021e+00
2.813654e+09	3.279232e+00
2.813824e+09	3.277713e+00
2.813994e+09	3.277052e+00
2.814164e+09	3.275300e+00
2.814334e+09	3.273658e+00
2.814505e+09	3.272801e+00
2.814675e+09	3.272592e+00
2.814845e+09	3.272245e+00
2.815015e+09	3.272778e+00
2.815185e+09	3.274934e+00
2.815355e+09	3.276164e+00
2.815526e+09	3.277251e+00
2.815696e+09	3.277672e+00
2.815866e+09	3.277133e+00
2.816036e+09	3.276840e+00
2.816206e+09	3.277358e+00
2.816376e+09	3.275191e+00
2.816547e+09	3.275824e+00
2.816717e+09	3.275921e+00
2.816887e+09	3.276404e+00
2.817057e+09	3.277910e+00
2.817227e+09	3.280169e+00
2.817397e+09	3.281169e+00
2.817568e+09	3.283958e+00
2.817738e+09	3.285768e+00
2.817908e+09	3.286139e+00
2.818078e+09	3.288687e+00
2.818248e+09	3.290569e+00
2.818418e+09	3.292148e+00
2.818589e+09	3.292578e+00
2.818759e+09	3.294757e+00
2.818929e+09	3.295156e+00
2.819099e+09	3.295784e+00
2.819269e+09	3.296829e+00
2.819439e+09	3.296271e+00
2.819610e+09	3.296548e+00
2.819780e+09	3.297272e+00
2.819950e+09	3.298446e+00
2.820120e+09	3.298740e+00
2.820290e+09	3.299872e+00
2.820460e+09	3.300068e+00
2.820631e+09	3.300745e+00
2.820801e+09	3.300934e+00
2.820971e+09	3.301131e+00
2.821141e+09	3.301434e+00
2.821311e+09	3.301658e+00
2.821481e+09	3.301918e+00
2.821652e+09	3.301377e+00
2.821822e+09	3.301468e+00
2.821992e+09	3.301332e+00
2.822162e+09	3.302200e+00
2.822332e+09	3.303302e+00
2.822503e+09	3.302894e+00
2.822673e+09	3.302792e+00
2.822843e+09	3.302731e+00
2.823013e+09	3.302036e+00
2.823183e+09	3.301889e+00
2.823353e+09	3.302355e+00
2.823524e+09	3.301592e+00
2.823694e+09	3.302129e+00
2.823864e+09	3.301594e+00
2.824034e+09	3.301202e+00
2.824204e+09	3.301768e+00
2.824374e+09	3.302502e+00
2.824545e+09	3.302626e+00
2.824715e+09	3.302178e+00
2.824885e+09	3.301491e+00
2.825055e+09	3.301254e+00
2.825225e+09	3.301045e+00
2.825395e+09	3.299485e+00
2.825566e+09	3.299338e+00
2.825736e+09	3.298467e+00
2.825906e+09	3.299467e+00
2.826076e+09	3.299604e+00
2.826246e+09	3.299303e+00
2.826416e+09	3.300373e+00
2.826587e+09	3.300294e+00
2.826757e+09	3.299508e+00
2.826927e+09	3.298551e+00
2.827097e+09	3.298302e+00
2.827267e+09	3.297697e+00
2.827437e+09	3.297445e+00
2.827608e+09	3.296652e+00
2.827778e+09	3.295878e+00
2.827948e+09	3.295221e+00
2.828118e+09	3.295311e+00
2.828288e+09	3.294238e+00
2.828458e+09	3.292584e+00
2.828629e+09	3.291515e+00
2.828799e+09	3.290967e+00
2.828969e+09	3.289829e+00
2.829139e+09	3.288262e+00
2.829309e+09	3.286694e+00
2.829479e+09	3.285453e+00
2.829650e+09	3.282612e+00
2.829820e+09	3.281598e+00
2.829990e+09	3.280721e+00
2.830160e+09	3.278343e+00
2.830330e+09	3.275846e+00
2.830501e+09	3.273891e+00
2.830671e+09	3.272145e+00
2.830841e+09	3.271599e+00
2.831011e+09	3.272159e+00
2.831181e+09	3.272177e+00
2.831351e+09	3.273659e+00
2.831522e+09	3.273755e+00
2.831692e+09	3.273690e+00
2.831862e+09	3.272719e+00
2.832032e+09	3.271360e+00
2.832202e+09	3.270299e+00
2.832372e+09	3.268466e+00
2.832543e+09	3.267954e+00
2.832713e+09	3.268070e+00
2.832883e+09	3.268570e+00
2.833053e+09	3.269054e+00
2.833223e+09	3.270350e+00
2.833393e+09	3.272073e+00
2.833564e+09	3.272865e+00
2.833734e+09	3.272993e+00
2.833904e+09	3.273776e+00
2.834074e+09	3.272957e+00
2.834244e+09	3.272444e+00
2.834414e+09	3.271431e+00
2.834585e+09	3.271049e+00
2.834755e+09	3.270014e+00
2.834925e+09	3.271372e+00
2.835095e+09	3.272096e+00
2.835265e+09	3.273190e+00
2.835435e+09	3.275043e+00
2.835606e+09	3.277513e+00
2.835776e+09	3.280069e+00
2.835946e+09	3.282641e+00
2.836116e+09	3.284413e+00
2.836286e+09	3.286141e+00
2.836456e+09	3.286611e+00
2.836627e+09	3.287389e+00
2.836797e+09	3.288170e+00
2.836967e+09	3.287759e+00
2.837137e+09	3.287057e+00
2.837307e+09	3.287704e+00
2.837477e+09	3.287544e+00
2.837648e+09	3.288602e+00
2.837818e+09	3.289853e+00
2.837988e+09	3.291632e+00
2.838158e+09	3.291081e+00
2.838328e+09	3.291992e+00
2.838498e+09	3.292632e+00
2.838669e+09	3.292210e+00
2.838839e+09	3.292181e+00
2.839009e+09	3.292803e+00
2.839179e+09	3.292757e+00
2.839349e+09	3.291582e+00
2.839520e+09	3.292303e+00
2.839690e+09	3.291321e+00
2.839860e+09	3.289802e+00
2.840030e+09	3.289475e+00
2.840200e+09	3.288915e+00
2.840370e+09	3.288409e+00
2.840541e+09	3.286311e+00
2.840711e+09	3.286181e+00
2.840881e+09	3.284787e+00
2.841051e+09	3.283645e+00
2.841221e+09	3.281153e+00
2.841391e+09	3.278842e+00
2.841562e+09	3.275904e+00
2.841732e+09	3.273973e+00
2.841902e+09	3.272179e+00
2.842072e+09	3.269528e+00
2.842242e+09	3.268679e+00
2.842412e+09	3.269019e+00
2.842583e+09	3.269025e+00
2.842753e+09	3.271067e+00
2.842923e+09	3.271878e+00
2.843093e+09	3.272252e+00
2.843263e+09	3.271624e+00
2.843433e+09	3.271286e+00
2.843604e+09	3.270506e+00
2.843774e+09	3.268646e+00
2.843944e+09	3.266831e+00
2.844114e+09	3.267014e+00
2.844284e+09	3.265277e+00
2.844454e+09	3.266709e+00
2.844625e+09	3.267427e+00
2.844795e+09	3.269094e+00
2.844965e+09	3.271134e+00
2.845135e+09	3.271296e+00
2.845305e+09	3.273295e+00
2.845475e+09	3.272647e+00
2.845646e+09	3.272410e+00
2.845816e+09	3.272940e+00
2.845986e+09	3.272226e+00
2.846156e+09	3.271236e+00
2.846326e+09	3.271990e+00
2.846496e+09	3.270887e+00
2.846667e+09	3.271428e+00
2.846837e+09	3.274167e+00
2.847007e+09	3.275195e+00
2.847177e+09	3.277630e+00
