#Saved Data from the class wainteach_gui on 29.10.2025 at 11h02m51s.
#
#Parameters:
#===========
#
#laser setpoint (mW): 2.6600000000000001e+01
#MW limits (Hz): [2790000000.0, 2960000000.0]
#Acquisition (sample): 1000
#Average (acquisition): 3
#MW power (dBm): 2.0000000000000000e+00
#Field enabling: True
#coils currents [x, y, z] (A): [1.062699, 0.527983, 1.34]
#coils fields [bx, by, bz] (T): [0.001, 0.0005, 0.00201]
#coils fields [norm, theta, phi] (T, °, °): [0.0023, 29.1, 26.6]
#
#Data:
#=====
#frequency	voltage	
2.790000e+09	3.309511e+00
2.790170e+09	3.310441e+00
2.790340e+09	3.309801e+00
2.790511e+09	3.310489e+00
2.790681e+09	3.309719e+00
2.790851e+09	3.310315e+00
2.791021e+09	3.310135e+00
2.791191e+09	3.310893e+00
2.791361e+09	3.309957e+00
2.791532e+09	3.309687e+00
2.791702e+09	3.310065e+00
2.791872e+09	3.309246e+00
2.792042e+09	3.309864e+00
2.792212e+09	3.309744e+00
2.792382e+09	3.309977e+00
2.792553e+09	3.309506e+00
2.792723e+09	3.310240e+00
2.792893e+09	3.309713e+00
2.793063e+09	3.309812e+00
2.793233e+09	3.309995e+00
2.793403e+09	3.309999e+00
2.793574e+09	3.309756e+00
2.793744e+09	3.308813e+00
2.793914e+09	3.310867e+00
2.794084e+09	3.310544e+00
2.794254e+09	3.310283e+00
2.794424e+09	3.309833e+00
2.794595e+09	3.309240e+00
2.794765e+09	3.308935e+00
2.794935e+09	3.309696e+00
2.795105e+09	3.309770e+00
2.795275e+09	3.309706e+00
2.795445e+09	3.310267e+00
2.795616e+09	3.310133e+00
2.795786e+09	3.309403e+00
2.795956e+09	3.309925e+00
2.796126e+09	3.309449e+00
2.796296e+09	3.309586e+00
2.796466e+09	3.309081e+00
2.796637e+09	3.309392e+00
2.796807e+09	3.308649e+00
2.796977e+09	3.310050e+00
2.797147e+09	3.309626e+00
2.797317e+09	3.309805e+00
2.797487e+09	3.309407e+00
2.797658e+09	3.310396e+00
2.797828e+09	3.309427e+00
2.797998e+09	3.309776e+00
2.798168e+09	3.309284e+00
2.798338e+09	3.309033e+00
2.798509e+09	3.309222e+00
2.798679e+09	3.308972e+00
2.798849e+09	3.309835e+00
2.799019e+09	3.308969e+00
2.799189e+09	3.309073e+00
2.799359e+09	3.309230e+00
2.799530e+09	3.309850e+00
2.799700e+09	3.309516e+00
2.799870e+09	3.308923e+00
2.800040e+09	3.308985e+00
2.800210e+09	3.309355e+00
2.800380e+09	3.309267e+00
2.800551e+09	3.308783e+00
2.800721e+09	3.309653e+00
2.800891e+09	3.309091e+00
2.801061e+09	3.309378e+00
2.801231e+09	3.308762e+00
2.801401e+09	3.308535e+00
2.801572e+09	3.308751e+00
2.801742e+09	3.309089e+00
2.801912e+09	3.308877e+00
2.802082e+09	3.308839e+00
2.802252e+09	3.308730e+00
2.802422e+09	3.308559e+00
2.802593e+09	3.308428e+00
2.802763e+09	3.308060e+00
2.802933e+09	3.308973e+00
2.803103e+09	3.308173e+00
2.803273e+09	3.308823e+00
2.803443e+09	3.308462e+00
2.803614e+09	3.307728e+00
2.803784e+09	3.308537e+00
2.803954e+09	3.307990e+00
2.804124e+09	3.307667e+00
2.804294e+09	3.307200e+00
2.804464e+09	3.308811e+00
2.804635e+09	3.307638e+00
2.804805e+09	3.308011e+00
2.804975e+09	3.307328e+00
2.805145e+09	3.307219e+00
2.805315e+09	3.307094e+00
2.805485e+09	3.306213e+00
2.805656e+09	3.306849e+00
2.805826e+09	3.306322e+00
2.805996e+09	3.306412e+00
2.806166e+09	3.306317e+00
2.806336e+09	3.306225e+00
2.806507e+09	3.306294e+00
2.806677e+09	3.306097e+00
2.806847e+09	3.305407e+00
2.807017e+09	3.305150e+00
2.807187e+09	3.304793e+00
2.807357e+09	3.304288e+00
2.807528e+09	3.303963e+00
2.807698e+09	3.302776e+00
2.807868e+09	3.302293e+00
2.808038e+09	3.302037e+00
2.808208e+09	3.303006e+00
2.808378e+09	3.302881e+00
2.808549e+09	3.303100e+00
2.808719e+09	3.303047e+00
2.808889e+09	3.302357e+00
2.809059e+09	3.301762e+00
2.809229e+09	3.300750e+00
2.809399e+09	3.300077e+00
2.809570e+09	3.299667e+00
2.809740e+09	3.299902e+00
2.809910e+09	3.298605e+00
2.810080e+09	3.298534e+00
2.810250e+09	3.297940e+00
2.810420e+09	3.296381e+00
2.810591e+09	3.295632e+00
2.810761e+09	3.294853e+00
2.810931e+09	3.294003e+00
2.811101e+09	3.292152e+00
2.811271e+09	3.291258e+00
2.811441e+09	3.288992e+00
2.811612e+09	3.288045e+00
2.811782e+09	3.285535e+00
2.811952e+09	3.285387e+00
2.812122e+09	3.283903e+00
2.812292e+09	3.281015e+00
2.812462e+09	3.280183e+00
2.812633e+09	3.277402e+00
2.812803e+09	3.277492e+00
2.812973e+09	3.277161e+00
2.813143e+09	3.278014e+00
2.813313e+09	3.277796e+00
2.813483e+09	3.278728e+00
2.813654e+09	3.278079e+00
2.813824e+09	3.278092e+00
2.813994e+09	3.276680e+00
2.814164e+09	3.274521e+00
2.814334e+09	3.273245e+00
2.814505e+09	3.271620e+00
2.814675e+09	3.272271e+00
2.814845e+09	3.271885e+00
2.815015e+09	3.273397e+00
2.815185e+09	3.274278e+00
2.815355e+09	3.276329e+00
2.815526e+09	3.277175e+00
2.815696e+09	3.277559e+00
2.815866e+09	3.277846e+00
