#Saved Data from the class wainteach_gui on 29.10.2025 at 11h09m13s.
#
#Parameters:
#===========
#
#laser setpoint (mW): 2.6600000000000001e+01
#MW limits (Hz): [2790000000.0, 2960000000.0]
#Acquisition (sample): 1000
#Average (acquisition): 3
#MW power (dBm): 1.1000000000000000e+01
#Field enabling: True
#coils currents [x, y, z] (A): [1.062699, 0.527983, 1.34]
#coils fields [bx, by, bz] (T): [0.001, 0.0005, 0.00201]
#coils fields [norm, theta, phi] (T, °, °): [0.0023, 29.1, 26.6]
#
#Data:
#=====
#frequency	voltage	
2.790000e+09	3.310969e+00
2.790170e+09	3.311188e+00
2.790340e+09	3.311293e+00
2.790511e+09	3.311833e+00
2.790681e+09	3.311299e+00
2.790851e+09	3.311553e+00
2.791021e+09	3.311947e+00
2.791191e+09	3.311413e+00
2.791361e+09	3.311948e+00
2.791532e+09	3.311220e+00
2.791702e+09	3.311738e+00
2.791872e+09	3.311331e+00
2.792042e+09	3.312461e+00
2.792212e+09	3.311165e+00
2.792382e+09	3.311616e+00
2.792553e+09	3.312215e+00
2.792723e+09	3.311433e+00
2.792893e+09	3.311238e+00
2.793063e+09	3.311027e+00
2.793233e+09	3.311922e+00
2.793403e+09	3.310642e+00
2.793574e+09	3.311690e+00
2.793744e+09	3.311492e+00
2.793914e+09	3.310179e+00
2.794084e+09	3.311599e+00
2.794254e+09	3.311664e+00
2.794424e+09	3.311250e+00
2.794595e+09	3.311487e+00
2.794765e+09	3.311557e+00
2.794935e+09	3.311387e+00
2.795105e+09	3.312020e+00
2.795275e+09	3.311257e+00
2.795445e+09	3.311572e+00
2.795616e+09	3.311101e+00
2.795786e+09	3.311380e+00
2.795956e+09	3.311044e+00
2.796126e+09	3.310350e+00
2.796296e+09	3.311938e+00
2.796466e+09	3.311271e+00
2.796637e+09	3.311508e+00
2.796807e+09	3.311094e+00
2.796977e+09	3.311888e+00
2.797147e+09	3.311376e+00
2.797317e+09	3.312451e+00
2.797487e+09	3.310498e+00
2.797658e+09	3.311529e+00
2.797828e+09	3.310831e+00
2.797998e+09	3.311625e+00
2.798168e+09	3.311679e+00
2.798338e+09	3.311906e+00
2.798509e+09	3.311908e+00
2.798679e+09	3.311011e+00
2.798849e+09	3.312395e+00
2.799019e+09	3.310075e+00
2.799189e+09	3.311091e+00
2.799359e+09	3.311329e+00
2.799530e+09	3.311279e+00
2.799700e+09	3.310964e+00
2.799870e+09	3.310409e+00
2.800040e+09	3.311525e+00
2.800210e+09	3.310616e+00
2.800380e+09	3.311399e+00
2.800551e+09	3.310544e+00
2.800721e+09	3.311483e+00
2.800891e+09	3.310552e+00
2.801061e+09	3.311782e+00
2.801231e+09	3.310542e+00
2.801401e+09	3.310800e+00
2.801572e+09	3.310975e+00
2.801742e+09	3.310745e+00
2.801912e+09	3.310652e+00
2.802082e+09	3.310225e+00
2.802252e+09	3.310724e+00
2.802422e+09	3.310159e+00
2.802593e+09	3.310834e+00
2.802763e+09	3.310326e+00
2.802933e+09	3.310395e+00
2.803103e+09	3.310895e+00
2.803273e+09	3.310239e+00
2.803443e+09	3.309553e+00
2.803614e+09	3.309891e+00
2.803784e+09	3.310477e+00
2.803954e+09	3.309702e+00
2.804124e+09	3.310640e+00
2.804294e+09	3.309029e+00
2.804464e+09	3.310411e+00
2.804635e+09	3.310166e+00
2.804805e+09	3.309773e+00
2.804975e+09	3.309263e+00
2.805145e+09	3.309865e+00
2.805315e+09	3.309659e+00
2.805485e+09	3.308942e+00
2.805656e+09	3.308894e+00
2.805826e+09	3.308520e+00
2.805996e+09	3.308511e+00
2.806166e+09	3.308334e+00
2.806336e+09	3.308518e+00
2.806507e+09	3.307603e+00
2.806677e+09	3.307355e+00
2.806847e+09	3.307756e+00
2.807017e+09	3.307248e+00
2.807187e+09	3.307333e+00
2.807357e+09	3.307230e+00
2.807528e+09	3.307069e+00
2.807698e+09	3.306750e+00
2.807868e+09	3.306787e+00
2.808038e+09	3.305320e+00
2.808208e+09	3.306031e+00
2.808378e+09	3.305588e+00
2.808549e+09	3.305055e+00
2.808719e+09	3.303778e+00
2.808889e+09	3.304090e+00
2.809059e+09	3.303852e+00
2.809229e+09	3.304418e+00
2.809399e+09	3.303837e+00
2.809570e+09	3.302951e+00
2.809740e+09	3.302801e+00
2.809910e+09	3.301873e+00
2.810080e+09	3.301948e+00
2.810250e+09	3.300543e+00
2.810420e+09	3.300013e+00
2.810591e+09	3.298815e+00
2.810761e+09	3.297217e+00
2.810931e+09	3.297502e+00
2.811101e+09	3.295446e+00
2.811271e+09	3.295624e+00
2.811441e+09	3.292591e+00
2.811612e+09	3.292356e+00
2.811782e+09	3.289689e+00
2.811952e+09	3.288883e+00
2.812122e+09	3.287194e+00
2.812292e+09	3.284356e+00
2.812462e+09	3.282653e+00
2.812633e+09	3.281331e+00
2.812803e+09	3.281823e+00
2.812973e+09	3.281275e+00
2.813143e+09	3.282930e+00
2.813313e+09	3.282036e+00
2.813483e+09	3.282628e+00
2.813654e+09	3.281442e+00
2.813824e+09	3.281170e+00
2.813994e+09	3.279756e+00
2.814164e+09	3.279054e+00
2.814334e+09	3.278530e+00
2.814505e+09	3.276167e+00
2.814675e+09	3.277781e+00
2.814845e+09	3.276785e+00
2.815015e+09	3.277629e+00
2.815185e+09	3.279167e+00
2.815355e+09	3.281025e+00
2.815526e+09	3.279763e+00
2.815696e+09	3.281159e+00
2.815866e+09	3.282220e+00
2.816036e+09	3.281776e+00
2.816206e+09	3.280849e+00
2.816376e+09	3.280162e+00
2.816547e+09	3.280187e+00
2.816717e+09	3.279637e+00
2.816887e+09	3.280361e+00
2.817057e+09	3.279301e+00
2.817227e+09	3.282035e+00
2.817397e+09	3.284313e+00
2.817568e+09	3.286813e+00
2.817738e+09	3.288498e+00
2.817908e+09	3.290014e+00
2.818078e+09	3.293371e+00
2.818248e+09	3.294220e+00
2.818418e+09	3.295987e+00
2.818589e+09	3.296168e+00
2.818759e+09	3.297186e+00
2.818929e+09	3.298314e+00
2.819099e+09	3.299199e+00
2.819269e+09	3.299367e+00
2.819439e+09	3.299469e+00
2.819610e+09	3.300460e+00
2.819780e+09	3.301132e+00
2.819950e+09	3.301553e+00
2.820120e+09	3.301619e+00
2.820290e+09	3.302464e+00
2.820460e+09	3.303399e+00
2.820631e+09	3.304473e+00
2.820801e+09	3.303612e+00
2.820971e+09	3.304123e+00
2.821141e+09	3.304439e+00
2.821311e+09	3.303616e+00
2.821481e+09	3.304740e+00
2.821652e+09	3.303353e+00
2.821822e+09	3.303752e+00
2.821992e+09	3.304820e+00
