#Saved Data from the class wainteach_gui on 29.10.2025 at 11h11m07s.
#
#Parameters:
#===========
#
#laser setpoint (mW): 2.6600000000000001e+01
#MW limits (Hz): [2790000000.0, 2960000000.0]
#Acquisition (sample): 1000
#Average (acquisition): 3
#MW power (dBm): 1.3000000000000000e+01
#Field enabling: True
#coils currents [x, y, z] (A): [1.062699, 0.527983, 1.34]
#coils fields [bx, by, bz] (T): [0.001, 0.0005, 0.00201]
#coils fields [norm, theta, phi] (T, °, °): [0.0023, 29.1, 26.6]
#
#Data:
#=====
#frequency	voltage	
2.790000e+09	3.311692e+00
2.790170e+09	3.311017e+00
2.790340e+09	3.311315e+00
2.790511e+09	3.311721e+00
2.790681e+09	3.311960e+00
2.790851e+09	3.311762e+00
2.791021e+09	3.311246e+00
2.791191e+09	3.312032e+00
2.791361e+09	3.311334e+00
2.791532e+09	3.311676e+00
2.791702e+09	3.311257e+00
2.791872e+09	3.312197e+00
2.792042e+09	3.311495e+00
2.792212e+09	3.311962e+00
2.792382e+09	3.311001e+00
2.792553e+09	3.311374e+00
2.792723e+09	3.311936e+00
2.792893e+09	3.312000e+00
2.793063e+09	3.311829e+00
2.793233e+09	3.311022e+00
2.793403e+09	3.311400e+00
2.793574e+09	3.311453e+00
2.793744e+09	3.311095e+00
2.793914e+09	3.310786e+00
2.794084e+09	3.311721e+00
2.794254e+09	3.311572e+00
2.794424e+09	3.311798e+00
2.794595e+09	3.311663e+00
2.794765e+09	3.311156e+00
2.794935e+09	3.311065e+00
2.795105e+09	3.311322e+00
2.795275e+09	3.310331e+00
2.795445e+09	3.310767e+00
2.795616e+09	3.311772e+00
2.795786e+09	3.311322e+00
2.795956e+09	3.311806e+00
2.796126e+09	3.310233e+00
2.796296e+09	3.310830e+00
2.796466e+09	3.310696e+00
2.796637e+09	3.311812e+00
2.796807e+09	3.311221e+00
2.796977e+09	3.311664e+00
2.797147e+09	3.310859e+00
2.797317e+09	3.311253e+00
2.797487e+09	3.310719e+00
2.797658e+09	3.310945e+00
2.797828e+09	3.311400e+00
2.797998e+09	3.310775e+00
2.798168e+09	3.311515e+00
2.798338e+09	3.310308e+00
2.798509e+09	3.310577e+00
2.798679e+09	3.310796e+00
2.798849e+09	3.310914e+00
2.799019e+09	3.311403e+00
2.799189e+09	3.309980e+00
2.799359e+09	3.310161e+00
2.799530e+09	3.310839e+00
2.799700e+09	3.310877e+00
2.799870e+09	3.310502e+00
2.800040e+09	3.310389e+00
2.800210e+09	3.310433e+00
2.800380e+09	3.311023e+00
2.800551e+09	3.311048e+00
2.800721e+09	3.310429e+00
2.800891e+09	3.310753e+00
2.801061e+09	3.311077e+00
2.801231e+09	3.310908e+00
2.801401e+09	3.309978e+00
2.801572e+09	3.310088e+00
2.801742e+09	3.310271e+00
2.801912e+09	3.311202e+00
2.802082e+09	3.310293e+00
2.802252e+09	3.309667e+00
2.802422e+09	3.309981e+00
2.802593e+09	3.310368e+00
2.802763e+09	3.309834e+00
2.802933e+09	3.309386e+00
2.803103e+09	3.309937e+00
2.803273e+09	3.309431e+00
2.803443e+09	3.309636e+00
2.803614e+09	3.309080e+00
2.803784e+09	3.309810e+00
2.803954e+09	3.309845e+00
2.804124e+09	3.310090e+00
2.804294e+09	3.309561e+00
2.804464e+09	3.308715e+00
2.804635e+09	3.308889e+00
2.804805e+09	3.308895e+00
2.804975e+09	3.308243e+00
2.805145e+09	3.308219e+00
2.805315e+09	3.308985e+00
2.805485e+09	3.308639e+00
2.805656e+09	3.307629e+00
2.805826e+09	3.308079e+00
2.805996e+09	3.307089e+00
2.806166e+09	3.307434e+00
2.806336e+09	3.306907e+00
2.806507e+09	3.307172e+00
2.806677e+09	3.306192e+00
2.806847e+09	3.306142e+00
2.807017e+09	3.306038e+00
2.807187e+09	3.306983e+00
2.807357e+09	3.305072e+00
2.807528e+09	3.304468e+00
2.807698e+09	3.304419e+00
2.807868e+09	3.303738e+00
2.808038e+09	3.304306e+00
2.808208e+09	3.303426e+00
2.808378e+09	3.304029e+00
2.808549e+09	3.303002e+00
2.808719e+09	3.303254e+00
2.808889e+09	3.302393e+00
2.809059e+09	3.301878e+00
2.809229e+09	3.300984e+00
2.809399e+09	3.301242e+00
2.809570e+09	3.300511e+00
2.809740e+09	3.299240e+00
2.809910e+09	3.298556e+00
2.810080e+09	3.297769e+00
2.810250e+09	3.296500e+00
2.810420e+09	3.295614e+00
2.810591e+09	3.294920e+00
2.810761e+09	3.293604e+00
2.810931e+09	3.292880e+00
2.811101e+09	3.291181e+00
2.811271e+09	3.289173e+00
2.811441e+09	3.287556e+00
2.811612e+09	3.286276e+00
2.811782e+09	3.285256e+00
2.811952e+09	3.282858e+00
2.812122e+09	3.282940e+00
2.812292e+09	3.280848e+00
2.812462e+09	3.278822e+00
2.812633e+09	3.277352e+00
2.812803e+09	3.275486e+00
2.812973e+09	3.276121e+00
2.813143e+09	3.275953e+00
2.813313e+09	3.275940e+00
2.813483e+09	3.275698e+00
2.813654e+09	3.275656e+00
2.813824e+09	3.275309e+00
2.813994e+09	3.274236e+00
2.814164e+09	3.272881e+00
2.814334e+09	3.271697e+00
2.814505e+09	3.271160e+00
2.814675e+09	3.270032e+00
2.814845e+09	3.270869e+00
2.815015e+09	3.270613e+00
2.815185e+09	3.272502e+00
2.815355e+09	3.272951e+00
2.815526e+09	3.274642e+00
2.815696e+09	3.274791e+00
2.815866e+09	3.275258e+00
2.816036e+09	3.275335e+00
2.816206e+09	3.274344e+00
2.816376e+09	3.274561e+00
2.816547e+09	3.272986e+00
2.816717e+09	3.274021e+00
2.816887e+09	3.274817e+00
2.817057e+09	3.275926e+00
2.817227e+09	3.276535e+00
2.817397e+09	3.278923e+00
2.817568e+09	3.280596e+00
2.817738e+09	3.283329e+00
2.817908e+09	3.284657e+00
2.818078e+09	3.286395e+00
2.818248e+09	3.287969e+00
2.818418e+09	3.289755e+00
2.818589e+09	3.291082e+00
2.818759e+09	3.291624e+00
2.818929e+09	3.293094e+00
2.819099e+09	3.293639e+00
2.819269e+09	3.294170e+00
2.819439e+09	3.293984e+00
2.819610e+09	3.295242e+00
2.819780e+09	3.297070e+00
2.819950e+09	3.297598e+00
2.820120e+09	3.298338e+00
2.820290e+09	3.298396e+00
2.820460e+09	3.298798e+00
2.820631e+09	3.299464e+00
2.820801e+09	3.299597e+00
2.820971e+09	3.299858e+00
2.821141e+09	3.300368e+00
2.821311e+09	3.300294e+00
2.821481e+09	3.300945e+00
2.821652e+09	3.301462e+00
2.821822e+09	3.301160e+00
2.821992e+09	3.301994e+00
2.822162e+09	3.301722e+00
2.822332e+09	3.302023e+00
2.822503e+09	3.301692e+00
2.822673e+09	3.301278e+00
2.822843e+09	3.301811e+00
2.823013e+09	3.301125e+00
2.823183e+09	3.301677e+00
2.823353e+09	3.301639e+00
2.823524e+09	3.301752e+00
2.823694e+09	3.301871e+00
2.823864e+09	3.301601e+00
2.824034e+09	3.301854e+00
2.824204e+09	3.301677e+00
2.824374e+09	3.301138e+00
2.824545e+09	3.301786e+00
2.824715e+09	3.301240e+00
2.824885e+09	3.300561e+00
2.825055e+09	3.301197e+00
2.825225e+09	3.300915e+00
2.825395e+09	3.299860e+00
2.825566e+09	3.298722e+00
2.825736e+09	3.298175e+00
2.825906e+09	3.298287e+00
2.826076e+09	3.298316e+00
2.826246e+09	3.298202e+00
2.826416e+09	3.298561e+00
2.826587e+09	3.298535e+00
2.826757e+09	3.299340e+00
2.826927e+09	3.298468e+00
2.827097e+09	3.297528e+00
2.827267e+09	3.297143e+00
2.827437e+09	3.296215e+00
2.827608e+09	3.295559e+00
2.827778e+09	3.294069e+00
2.827948e+09	3.293996e+00
2.828118e+09	3.293084e+00
2.828288e+09	3.293066e+00
2.828458e+09	3.292152e+00
2.828629e+09	3.290004e+00
2.828799e+09	3.289745e+00
2.828969e+09	3.288772e+00
2.829139e+09	3.286414e+00
2.829309e+09	3.284211e+00
2.829479e+09	3.282319e+00
2.829650e+09	3.280677e+00
2.829820e+09	3.279646e+00
2.829990e+09	3.278621e+00
2.830160e+09	3.277338e+00
2.830330e+09	3.275230e+00
2.830501e+09	3.273492e+00
2.830671e+09	3.271476e+00
2.830841e+09	3.270200e+00
2.831011e+09	3.270368e+00
2.831181e+09	3.270156e+00
2.831351e+09	3.270927e+00
2.831522e+09	3.270423e+00
2.831692e+09	3.269868e+00
2.831862e+09	3.270009e+00
2.832032e+09	3.268319e+00
2.832202e+09	3.267760e+00
2.832372e+09	3.266392e+00
2.832543e+09	3.266184e+00
2.832713e+09	3.266453e+00
2.832883e+09	3.266441e+00
2.833053e+09	3.266579e+00
2.833223e+09	3.268169e+00
2.833393e+09	3.268712e+00
2.833564e+09	3.269510e+00
2.833734e+09	3.270531e+00
2.833904e+09	3.269738e+00
2.834074e+09	3.269866e+00
2.834244e+09	3.269857e+00
2.834414e+09	3.269507e+00
2.834585e+09	3.268721e+00
2.834755e+09	3.268951e+00
2.834925e+09	3.269337e+00
2.835095e+09	3.270408e+00
2.835265e+09	3.271475e+00
2.835435e+09	3.272588e+00
2.835606e+09	3.274979e+00
2.835776e+09	3.277632e+00
2.835946e+09	3.279058e+00
2.836116e+09	3.280565e+00
2.836286e+09	3.282591e+00
2.836456e+09	3.284285e+00
2.836627e+09	3.285200e+00
2.836797e+09	3.285845e+00
2.836967e+09	3.285906e+00
2.837137e+09	3.286131e+00
2.837307e+09	3.285824e+00
2.837477e+09	3.284854e+00
2.837648e+09	3.286213e+00
2.837818e+09	3.287805e+00
2.837988e+09	3.288833e+00
2.838158e+09	3.290413e+00
2.838328e+09	3.290907e+00
2.838498e+09	3.291138e+00
2.838669e+09	3.290904e+00
2.838839e+09	3.290885e+00
2.839009e+09	3.290134e+00
2.839179e+09	3.290123e+00
2.839349e+09	3.289601e+00
2.839520e+09	3.290102e+00
2.839690e+09	3.289126e+00
2.839860e+09	3.288622e+00
2.840030e+09	3.288303e+00
2.840200e+09	3.287603e+00
2.840370e+09	3.286514e+00
2.840541e+09	3.285067e+00
2.840711e+09	3.282495e+00
2.840881e+09	3.281449e+00
2.841051e+09	3.280046e+00
2.841221e+09	3.277415e+00
2.841391e+09	3.276450e+00
2.841562e+09	3.274707e+00
2.841732e+09	3.273366e+00
2.841902e+09	3.271351e+00
2.842072e+09	3.268895e+00
2.842242e+09	3.267700e+00
2.842412e+09	3.266356e+00
2.842583e+09	3.266489e+00
2.842753e+09	3.266693e+00
2.842923e+09	3.268233e+00
2.843093e+09	3.269177e+00
2.843263e+09	3.268498e+00
2.843433e+09	3.268883e+00
2.843604e+09	3.267909e+00
2.843774e+09	3.267229e+00
2.843944e+09	3.265516e+00
2.844114e+09	3.264591e+00
2.844284e+09	3.263451e+00
2.844454e+09	3.262924e+00
2.844625e+09	3.264451e+00
2.844795e+09	3.265794e+00
2.844965e+09	3.267720e+00
2.845135e+09	3.268843e+00
2.845305e+09	3.269140e+00
2.845475e+09	3.269703e+00
2.845646e+09	3.270397e+00
2.845816e+09	3.269892e+00
2.845986e+09	3.268885e+00
2.846156e+09	3.268972e+00
2.846326e+09	3.269231e+00
2.846496e+09	3.268914e+00
2.846667e+09	3.269321e+00
2.846837e+09	3.271405e+00
2.847007e+09	3.273547e+00
2.847177e+09	3.275354e+00
2.847347e+09	3.278527e+00
2.847518e+09	3.280641e+00
2.847688e+09	3.283523e+00
2.847858e+09	3.285179e+00
2.848028e+09	3.286051e+00
2.848198e+09	3.288454e+00
2.848368e+09	3.289668e+00
2.848539e+09	3.291574e+00
2.848709e+09	3.291555e+00
2.848879e+09	3.292163e+00
2.849049e+09	3.292209e+00
2.849219e+09	3.291533e+00
2.849389e+09	3.291867e+00
2.849560e+09	3.293329e+00
2.849730e+09	3.294948e+00
2.849900e+09	3.295964e+00
2.850070e+09	3.296900e+00
2.850240e+09	3.297775e+00
2.850410e+09	3.298701e+00
2.850581e+09	3.299375e+00
2.850751e+09	3.300054e+00
2.850921e+09	3.299892e+00
2.851091e+09	3.300267e+00
2.851261e+09	3.300726e+00
2.851431e+09	3.300757e+00
2.851602e+09	3.301068e+00
2.851772e+09	3.300909e+00
2.851942e+09	3.300884e+00
2.852112e+09	3.301396e+00
2.852282e+09	3.301242e+00
2.852452e+09	3.301292e+00
2.852623e+09	3.300466e+00
2.852793e+09	3.301537e+00
2.852963e+09	3.301204e+00
2.853133e+09	3.301235e+00
2.853303e+09	3.301091e+00
2.853473e+09	3.300533e+00
2.853644e+09	3.300211e+00
2.853814e+09	3.300941e+00
2.853984e+09	3.299943e+00
2.854154e+09	3.301156e+00
2.854324e+09	3.299729e+00
